Timestamp (ms),Date,Hour (h),Minute (min),Second (s),Analog 1 (V),Analog 2 (V),Analog 3 (V),Analog 4 (V),Accel X (g),Accel Y (g),Accel Z (g),Intake Air Temp (°F),Coolant Temp (°F),Economy (l/100km),Econ avg 1 (l/100km),Econ avg 2 (l/100km),Trip 1 (km),Trip 2 (km),Fuel usage (l/h),Engine Speed (RPM),Engine Load (mg/str),Mass Airflow (kg/h),MAF Voltage (V),Knock Current (°CRK),Vanos (°CRK),TPS (%),Ignition Angle (°CRK),Fuel Inj (ms),Speed (mph),IACV (%),Lambda Int 1 (%),Lambda Int 2 (%),Lambda 1 (V),Lambda 2 (V),Battery Voltage (V),WBO (AFR),Oil Temp (°F),Oil Pressure (PSI),Brake Pressure (%),GPS Speed (km/h),GPS North (Angle),GPS Altitude (m),GPS Latitude (°),GPS Longitude (°),
193799,250209,19,39,30,2.745,0.493,0.434,3.155,0.192,0.432,0.164,88,193,99.00,98.24,98.24,515.17,515.20,82.93,6350,626.87,725.00,4.98,-4.12,13.86,75,25.64,17.41,79,0,-0.00,-0.00,0.45,0.45,13.94,15.07,224,82,-0,135.47,244.24,150.300003,30.135309,-97.641640,
193869,250209,19,39,30,2.740,0.499,0.449,3.155,0.020,0.148,0.192,88,193,99.00,98.24,98.24,515.17,515.20,83.45,6403,624.81,725.00,4.98,-4.12,14.23,75,26.01,17.38,79,0,-0.00,-0.00,0.47,0.45,13.84,15.16,224,81,-0,136.70,243.97,150.199997,30.135294,-97.641678,
193939,250209,19,39,30,2.823,0.518,0.446,3.155,-0.044,0.156,0.208,88,193,99.00,98.24,98.24,515.17,515.20,83.15,6396,625.00,725.00,4.98,-4.12,14.23,75,26.01,17.33,79,0,-0.00,-0.00,0.47,0.45,13.84,15.27,225,81,-0,137.99,243.84,150.000000,30.135277,-97.641708,
194009,250209,19,39,30,2.742,0.522,0.446,3.155,-0.056,0.116,0.124,88,193,99.00,98.24,98.24,515.17,515.20,83.15,6443,619.67,725.00,4.98,-4.12,14.23,75,26.01,17.18,79,0,-0.00,-0.00,0.45,0.45,13.84,15.21,225,82,-0,137.99,243.84,150.000000,30.135277,-97.641708,
194079,250209,19,39,31,2.717,0.511,0.410,3.155,-0.056,0.176,0.216,88,193,99.00,98.24,98.24,515.17,515.21,83.11,6459,616.35,725.00,4.98,-4.12,13.86,75,26.38,17.16,79,0,-0.00,-0.00,0.45,0.45,13.84,15.14,225,82,-0,139.03,243.67,149.899994,30.135262,-97.641747,
194149,250209,19,39,31,2.774,0.512,0.443,3.155,-0.144,0.148,0.204,89,193,99.00,98.24,98.24,515.18,515.21,83.29,6485,615.07,725.00,4.98,-4.12,13.48,75,26.38,17.13,85,0,-0.00,-0.00,0.45,0.45,13.84,15.29,225,82,0,139.99,243.68,149.800003,30.135246,-97.641785,
194223,250209,19,39,31,2.756,0.505,0.446,3.155,-0.192,0.120,0.200,89,193,99.00,98.24,98.24,515.18,515.21,83.29,6547,609.92,725.00,4.98,-4.12,13.48,75,26.38,17.05,85,0,-0.00,-0.00,0.47,0.45,13.94,15.22,225,83,0,140.99,243.81,149.699997,30.135231,-97.641815,
194290,250209,19,39,31,2.729,0.534,0.436,3.155,-0.160,0.116,0.220,89,193,99.00,98.24,98.24,515.18,515.21,83.72,6558,607.82,725.00,4.98,-4.12,13.48,75,26.38,17.00,85,0,-0.00,-0.00,0.45,0.45,13.84,15.03,225,82,0,140.99,243.81,149.699997,30.135231,-97.641815,
194359,250209,19,39,31,2.841,0.521,0.450,3.155,-0.200,0.096,0.192,89,193,99.00,98.24,98.24,515.18,515.21,83.63,6558,607.82,725.00,4.98,-4.12,13.48,75,26.38,17.00,85,0,-0.00,-0.00,0.45,0.45,13.84,15.27,226,82,0,141.73,243.98,149.600006,30.135216,-97.641853,
194429,250209,19,39,31,2.769,0.493,0.444,3.155,-0.184,0.040,0.184,89,193,99.00,98.24,98.24,515.18,515.21,84.11,6602,605.22,725.00,4.98,-4.12,13.86,75,26.38,16.99,85,0,-0.00,-0.00,0.45,0.45,13.84,15.26,226,83,0,142.75,244.18,149.600006,30.135199,-97.641891,
194499,250209,19,39,31,2.820,0.521,0.438,3.155,-0.216,0.004,0.196,89,193,99.00,98.24,98.24,515.18,515.22,84.52,6651,601.19,725.00,4.98,-4.12,13.48,75,26.75,16.94,85,0,-0.00,-0.00,0.45,0.45,13.84,15.29,226,83,-0,142.75,244.18,149.600006,30.135199,-97.641891,
194570,250209,19,39,31,2.816,0.495,0.432,3.155,-0.204,0.168,0.220,89,193,99.00,98.24,98.24,515.19,515.22,84.52,6683,597.66,725.00,4.98,-3.75,13.86,75,26.75,16.87,85,0,-0.00,-0.00,0.45,0.45,13.84,15.15,226,84,0,143.12,244.38,149.500000,30.135183,-97.641930,
194639,250209,19,39,31,2.761,0.495,0.435,3.155,-0.132,0.152,0.172,89,193,99.00,98.24,98.24,515.19,515.22,84.55,6683,597.66,725.00,4.98,-3.75,13.86,75,26.75,16.87,85,0,-0.00,-0.00,0.45,0.45,13.84,15.16,226,83,-0,143.90,244.67,149.399994,30.135168,-97.641968,
194709,250209,19,39,31,2.778,0.490,0.458,3.155,-0.220,0.124,0.240,89,193,99.00,98.24,98.24,515.19,515.22,84.51,6703,594.83,725.00,4.98,-3.75,13.48,75,26.75,16.81,85,0,-0.00,-0.00,0.45,0.45,13.74,15.16,226,83,0,143.90,244.67,149.399994,30.135168,-97.641968,
194779,250209,19,39,31,2.839,0.474,0.445,3.155,-0.128,0.196,0.100,89,193,99.00,98.24,98.24,515.19,515.22,85.03,6744,592.68,725.00,4.98,-3.75,13.48,75,26.75,16.81,85,0,-0.00,-0.00,0.45,0.43,13.84,15.32,226,85,-0,144.81,244.83,149.399994,30.135153,-97.642006,
194849,250209,19,39,31,2.746,0.487,0.424,3.155,-0.140,0.216,0.216,89,193,99.00,98.24,98.24,515.19,515.22,84.85,6756,589.68,725.00,4.98,-3.75,13.86,75,26.75,16.75,85,0,-0.00,-0.00,0.45,0.43,13.74,15.42,226,84,-0,145.64,245.14,149.300003,30.135138,-97.642044,
194923,250209,19,39,31,2.768,0.515,0.434,3.155,-0.092,0.148,0.160,89,193,99.00,98.24,98.24,515.19,515.23,84.85,6793,588.29,725.00,4.98,-3.75,13.86,75,27.13,16.76,85,0,-0.00,-0.00,0.45,0.43,13.84,15.19,227,84,-0,146.68,245.23,149.300003,30.135120,-97.642082,
194989,250209,19,39,31,2.857,0.474,0.427,3.155,-0.080,0.056,0.220,89,193,99.00,98.24,98.24,515.19,515.23,85.37,6811,585.33,725.00,4.98,-3.75,14.61,75,27.13,16.70,85,0,-0.00,-0.00,0.45,0.43,13.74,15.17,227,84,-1,146.68,245.23,149.300003,30.135120,-97.642082,
195059,250209,19,39,31,2.868,0.515,0.431,3.155,-0.152,0.112,0.188,89,193,99.00,98.24,98.24,515.20,515.23,85.75,6858,581.66,725.00,4.98,-3.75,13.48,75,27.13,16.67,85,0,-0.00,-0.00,0.45,0.43,13.84,15.28,227,84,-0,147.53,245.37,149.300003,30.135105,-97.642120,
195130,250209,19,39,31,2.695,0.460,0.419,3.155,-0.136,0.140,0.088,89,193,99.00,98.24,98.24,515.20,515.23,85.75,6899,579.66,725.00,4.98,-3.75,13.48,75,27.13,16.67,89,0,-0.00,-0.00,0.45,0.43,13.84,14.89,227,82,-0,148.35,245.54,149.199997,30.135090,-97.642159,
195199,250209,19,39,32,2.832,0.545,0.418,3.155,-0.188,0.176,0.132,89,193,99.00,98.24,98.24,515.20,515.23,86.23,6899,579.66,725.00,4.98,-3.75,13.48,75,27.13,16.67,89,0,-0.00,-0.00,0.45,0.43,13.84,15.29,227,82,-0,148.35,245.54,149.199997,30.135090,-97.642159,
195269,250209,19,39,32,2.803,0.525,0.433,3.155,-0.152,0.184,0.232,89,193,99.00,98.24,98.24,515.20,515.23,86.26,6914,577.69,725.00,4.98,-3.75,13.11,75,27.13,16.63,89,0,-0.00,-0.00,0.45,0.43,13.84,15.17,227,84,-0,149.25,245.71,149.199997,30.135075,-97.642197,
195339,250209,19,39,32,2.563,0.513,0.432,3.155,-0.196,0.060,0.080,89,193,99.00,98.24,98.24,515.20,515.24,86.26,6925,575.93,725.00,4.98,-3.75,13.48,75,27.13,16.60,89,0,-0.00,-0.00,0.45,0.43,13.74,15.31,227,85,-0,149.83,245.93,149.199997,30.135059,-97.642235,
195409,250209,19,39,32,2.764,0.480,0.427,3.155,-0.192,0.152,0.148,89,193,99.00,98.24,98.24,515.21,515.24,86.27,6931,575.82,725.00,4.98,-3.75,13.48,75,27.13,16.60,89,0,-0.00,-0.00,0.45,0.43,13.74,15.16,227,83,-0,149.83,245.93,149.199997,30.135059,-97.642235,
195479,250209,19,39,32,2.764,0.505,0.424,3.155,-0.272,0.168,0.056,89,193,99.00,98.24,98.24,515.21,515.24,86.01,6910,575.02,725.00,4.98,-3.75,13.48,75,27.13,16.60,89,0,-0.00,-0.00,0.45,0.43,13.74,15.27,227,84,-0,150.77,246.14,149.199997,30.135044,-97.642281,
195549,250209,19,39,32,2.876,0.495,0.424,3.155,-0.220,0.108,0.112,89,193,99.00,98.24,98.24,515.21,515.24,86.01,7019,567.08,725.00,4.98,-3.75,13.48,75,27.50,16.52,89,0,-0.00,-0.00,0.45,0.45,13.74,15.27,227,83,-0,151.66,246.42,149.100006,30.135029,-97.642319,
195623,250209,19,39,32,2.822,0.489,0.416,3.155,-0.216,0.024,0.136,89,193,99.00,98.24,98.24,515.21,515.24,87.07,7015,568.60,725.00,4.98,-3.75,13.48,66,27.50,16.55,89,0,-0.00,-0.00,0.45,0.45,13.84,15.33,228,84,-0,152.09,246.78,149.100006,30.135014,-97.642357,
195690,250209,19,39,32,2.764,0.457,0.423,3.155,-0.216,0.044,0.032,89,193,99.00,98.24,98.24,515.21,515.24,87.07,6615,87.49,98.75,2.26,-0.38,13.86,0,13.70,1.79,89,0,-0.00,-0.00,0.43,0.43,13.94,15.12,228,83,0,152.09,246.78,149.100006,30.135014,-97.642357,
195759,250209,19,39,32,2.816,0.470,0.429,3.155,-0.204,0.124,-0.232,89,193,99.00,98.24,98.24,515.21,515.25,8.90,6615,87.49,98.75,2.26,-0.38,13.86,0,13.70,1.79,89,0,-0.00,-0.00,0.43,0.43,13.94,15.50,228,83,-0,152.92,247.04,149.100006,30.134998,-97.642395,
195829,250209,19,39,32,2.785,0.713,0.424,3.155,-0.228,0.108,-0.188,89,193,99.00,98.24,98.24,515.22,515.25,5.67,6970,44.88,56.25,1.83,0.00,14.61,0,2.14,1.08,89,0,-0.00,-0.00,0.45,0.45,13.94,15.26,228,86,-0,153.03,247.08,149.199997,30.134983,-97.642441,
195899,250209,19,39,32,2.864,0.908,0.415,3.155,-0.148,0.080,-0.196,89,193,99.00,98.24,98.24,515.22,515.25,5.34,6836,42.17,52.75,1.76,0.00,16.48,0,1.02,1.04,89,0,-0.00,-0.00,0.45,0.45,13.23,15.47,228,86,6,153.03,247.08,149.199997,30.134983,-97.642441,
195969,250209,19,39,32,2.849,0.996,0.421,3.155,-0.156,0.024,-0.292,89,193,99.00,98.24,98.24,515.22,515.25,5.31,6833,42.00,52.00,1.74,0.00,19.47,0,1.02,1.04,89,0,-0.00,-0.00,0.45,0.45,13.74,15.30,228,87,10,151.75,247.48,149.199997,30.134968,-97.642479,
196039,250209,19,39,32,2.879,1.129,0.434,3.155,-0.144,0.000,-0.292,89,193,99.00,98.24,98.24,515.22,515.25,5.31,6770,41.18,50.75,1.72,0.00,20.60,0,0.64,1.03,89,0,-0.00,-0.00,0.45,0.45,13.84,15.23,228,87,11,151.62,247.71,149.199997,30.134954,-97.642517,
196109,250209,19,39,32,2.988,1.350,0.435,3.155,-0.108,-0.132,-0.460,89,193,99.00,98.24,98.24,515.22,515.25,5.21,6672,41.18,50.00,1.70,0.00,23.22,0,0.64,1.03,89,0,-0.00,-0.00,0.47,0.49,13.74,15.40,228,87,14,151.62,247.71,149.199997,30.134954,-97.642517,
196179,250209,19,39,32,2.841,1.571,0.424,3.155,-0.028,-0.172,-0.600,89,193,99.00,98.24,98.24,515.23,515.26,5.91,6553,40.68,48.50,1.68,0.00,25.09,0,0.27,1.20,93,0,-0.00,-0.00,0.53,2.32,13.84,15.14,229,83,23,150.57,247.82,149.300003,30.134939,-97.642555,
196250,250209,19,39,32,2.823,1.657,0.420,3.155,-0.068,-0.180,-0.704,89,193,99.00,98.24,98.24,515.23,515.26,5.91,6396,41.62,48.50,1.66,0.00,27.71,0,0.64,1.22,93,0,-0.00,-0.00,0.64,4.20,13.74,15.19,229,84,26,149.29,248.06,149.300003,30.134924,-97.642601,
196323,250209,19,39,33,2.857,1.814,0.421,3.155,-0.044,-0.132,-0.780,89,193,99.00,98.24,98.24,515.23,515.26,5.87,6212,42.04,47.50,1.66,0.00,29.96,0,1.02,1.23,93,0,-0.00,-0.00,4.43,4.53,13.74,15.20,229,84,29,147.44,248.09,149.399994,30.134911,-97.642639,
196421,250209,19,39,33,2.852,1.828,0.432,3.155,0.052,-0.148,-0.900,89,193,99.00,98.24,98.24,515.23,515.26,5.72,6098,42.21,46.50,1.64,0.00,32.21,0,1.02,1.23,93,0,-0.00,-0.00,4.65,4.61,13.74,15.23,229,85,32,147.44,248.09,149.399994,30.134911,-97.642639,
196469,250209,19,39,33,2.751,1.958,0.428,3.155,-0.072,-0.248,-0.868,89,193,99.00,98.24,98.24,515.23,515.26,5.64,6098,42.21,46.50,1.64,0.00,32.21,0,1.02,1.23,93,0,-0.00,-0.00,4.65,4.61,13.74,15.22,229,84,34,144.84,248.21,149.399994,30.134897,-97.642677,
196539,250209,19,39,33,2.687,1.885,0.432,3.155,-0.004,-0.248,-0.968,89,193,99.00,98.24,98.24,515.23,515.27,5.66,5861,44.42,47.25,1.64,0.00,34.45,0,1.76,1.29,93,0,-0.00,-0.00,4.68,4.65,13.64,15.05,229,82,35,142.09,248.23,149.500000,30.134884,-97.642715,
196609,250209,19,39,33,2.905,1.868,0.427,3.155,0.044,-0.208,-1.032,89,193,99.00,98.24,98.24,515.24,515.27,5.52,5623,45.49,46.50,1.66,0.00,36.70,0,2.14,1.31,93,0,-0.00,-0.00,4.68,4.67,13.64,15.40,229,81,36,142.09,248.23,149.500000,30.134884,-97.642715,
196679,250209,19,39,33,2.733,1.667,0.424,3.155,0.060,-0.092,-0.944,92,193,99.00,98.24,98.24,515.24,515.27,5.57,5792,44.23,46.50,1.64,0.00,38.20,0,1.76,1.28,93,0,-0.00,-0.00,4.70,4.68,13.74,15.08,229,83,33,138.46,248.16,149.600006,30.134871,-97.642746,
196749,250209,19,39,33,2.684,1.676,0.415,3.155,0.080,-0.140,-0.868,92,192,99.00,98.24,98.24,515.24,515.27,5.57,5624,45.11,46.00,1.66,0.00,38.57,0,2.14,1.30,93,0,-0.00,-0.00,4.70,4.68,13.74,15.17,229,81,30,135.07,248.12,149.699997,30.134857,-97.642784,
196823,250209,19,39,33,2.636,1.924,0.423,3.155,0.020,-0.200,-0.824,92,192,99.00,98.24,98.24,515.24,515.27,5.47,5577,45.40,45.50,1.64,0.00,38.20,0,2.14,1.31,93,0,-0.00,-0.00,4.70,4.68,13.74,15.12,229,81,29,131.42,247.86,149.800003,30.134846,-97.642822,
196890,250209,19,39,33,2.666,2.009,0.420,3.155,0.020,-0.192,-0.912,92,192,99.00,98.24,98.24,515.24,515.28,5.47,5426,47.15,46.75,1.64,0.00,38.95,0,2.88,1.35,93,0,-0.00,-0.00,4.70,4.70,13.64,14.82,229,77,35,131.42,247.86,149.800003,30.134846,-97.642822,
196959,250209,19,39,33,2.650,2.007,0.425,3.155,-0.064,-0.232,-0.872,92,192,99.00,98.24,98.24,515.24,515.28,5.48,5426,47.15,46.75,1.64,0.00,38.95,0,2.88,1.35,93,0,-0.00,-0.00,4.70,4.70,13.64,14.86,229,76,37,128.68,247.92,149.899994,30.134832,-97.642853,
197030,250209,19,39,33,2.644,2.020,0.420,3.155,0.036,-0.204,-0.944,92,192,99.00,98.24,98.24,515.25,515.28,5.44,5265,48.53,46.50,1.64,0.00,38.95,0,3.26,1.38,93,0,-0.00,-0.00,4.70,4.70,13.74,14.89,229,77,38,125.36,247.81,150.000000,30.134821,-97.642883,
197099,250209,19,39,33,2.609,2.208,0.412,3.155,0.052,-0.196,-1.008,92,192,99.00,98.24,98.24,515.25,515.28,5.40,5126,49.43,45.75,1.62,0.00,38.57,0,3.63,1.40,93,0,-0.00,-0.00,4.70,4.70,13.64,14.92,229,77,39,125.36,247.81,150.000000,30.134821,-97.642883,
197169,250209,19,39,33,2.512,2.276,0.415,3.155,0.004,-0.204,-1.016,95,192,99.00,98.24,98.24,515.25,515.28,5.30,4939,51.43,46.25,1.64,0.00,38.95,0,4.75,1.43,78,0,-0.00,-0.00,4.70,4.70,13.64,14.86,229,76,42,121.57,247.72,150.100006,30.134808,-97.642914,
197239,250209,19,39,33,2.525,2.387,0.425,3.155,0.064,-0.268,-1.072,95,192,99.00,98.24,98.24,515.25,515.28,5.30,4825,50.02,43.75,1.58,0.00,38.57,0,4.38,1.40,78,0,-0.00,-0.00,4.70,4.70,13.74,14.59,229,75,44,118.18,247.66,150.300003,30.134796,-97.642944,
197309,250209,19,39,33,2.506,2.458,0.427,3.155,0.060,-0.208,-1.044,95,192,99.00,98.24,98.24,515.25,515.28,5.06,4664,50.55,42.75,1.56,0.00,38.95,0,4.75,1.40,78,0,-0.00,-0.00,4.70,4.70,13.74,14.78,229,73,46,118.18,247.66,150.300003,30.134796,-97.642944,
197379,250209,19,39,33,2.476,2.365,0.432,3.155,0.104,-0.232,-1.080,95,192,99.00,98.24,98.24,515.25,515.29,4.83,4691,48.85,41.75,1.54,0.00,38.57,0,4.00,1.37,78,0,-0.00,-0.00,4.72,4.70,13.74,14.83,229,75,50,114.49,247.59,150.300003,30.134787,-97.642975,
197449,250209,19,39,34,2.479,2.188,0.432,3.155,0.068,-0.176,-1.084,95,192,99.00,98.24,98.24,515.26,515.29,4.83,4691,48.85,41.75,1.54,0.00,38.57,0,4.00,1.37,78,0,-0.00,-0.00,4.72,4.70,13.74,14.76,229,74,48,110.29,247.48,150.399994,30.134775,-97.643005,
197523,250209,19,39,34,2.516,2.009,0.434,3.155,0.220,-0.272,-1.080,95,192,99.00,98.24,98.24,515.26,515.29,4.83,4377,51.39,41.00,1.52,0.00,38.95,0,5.12,1.42,78,0,-0.00,-0.00,4.72,4.70,13.64,14.64,229,72,43,106.55,247.24,150.500000,30.134764,-97.643036,
197599,250209,19,39,34,2.601,2.035,0.425,3.155,0.236,-0.080,-1.000,95,192,99.00,98.24,98.24,515.26,515.29,4.66,4377,51.39,41.00,1.52,0.00,38.95,0,5.12,1.42,78,0,-0.00,-0.00,4.72,4.70,13.64,14.73,229,71,40,106.55,247.24,150.500000,30.134764,-97.643036,
197669,250209,19,39,34,2.490,2.105,0.421,3.155,0.504,-0.368,-0.904,98,192,99.00,98.24,98.24,515.26,515.29,4.48,4320,49.41,38.75,1.46,0.00,38.95,0,4.38,1.38,78,0,-0.00,-0.00,4.72,4.70,13.64,14.76,228,74,38,102.47,246.90,150.600006,30.134754,-97.643059,
197739,250209,19,39,34,2.433,1.937,0.420,3.155,0.736,-0.356,-0.908,98,192,99.00,98.24,98.24,515.26,515.29,4.25,4215,47.38,36.50,1.44,0.00,39.32,0,3.63,1.35,78,0,-0.00,-0.00,4.72,4.70,13.53,14.61,228,73,38,98.67,246.25,150.800003,30.134745,-97.643089,
197809,250209,19,39,34,2.513,1.868,0.422,3.155,0.752,-0.232,-0.820,98,192,99.00,98.24,98.24,515.26,515.30,4.25,3986,52.79,38.00,1.44,0.00,39.70,0,6.61,1.46,78,0,-0.00,-0.00,4.72,4.70,13.64,14.71,228,71,37,98.67,246.25,150.800003,30.134745,-97.643089,
197879,250209,19,39,34,2.339,1.766,0.434,3.155,0.940,-0.180,-0.672,98,192,99.00,98.24,98.24,515.26,515.30,4.36,3986,52.79,38.00,1.44,0.00,39.70,0,6.61,1.46,78,0,-0.00,-0.00,4.72,4.70,13.64,14.68,228,72,35,95.38,245.17,150.899994,30.134733,-97.643112,
197949,250209,19,39,35,2.118,1.712,0.434,3.155,0.992,-0.272,-0.600,98,192,99.00,98.24,98.24,515.27,515.30,4.07,3878,48.99,34.75,1.39,0.00,39.32,0,6.61,1.40,78,0,-0.00,-0.00,4.72,4.72,13.74,14.18,228,66,31,92.23,243.69,150.899994,30.134724,-97.643135,
198023,250209,19,39,35,1.744,1.773,0.433,3.155,0.956,-0.272,-0.632,98,192,99.00,98.24,98.24,515.27,515.30,4.07,3878,48.99,34.75,1.39,0.00,39.32,0,6.61,1.40,78,0,-0.00,-0.00,4.72,4.72,13.74,13.51,228,59,31,89.23,241.73,151.000000,30.134712,-97.643158,
198099,250209,19,39,35,1.501,1.744,0.431,3.155,1.108,-0.192,-0.680,98,192,99.00,98.24,98.24,515.27,515.30,4.00,3716,50.97,34.50,1.37,0.00,37.08,0,8.10,1.44,78,0,-0.00,-0.00,4.72,4.72,13.74,12.93,228,47,31,89.23,241.73,151.000000,30.134712,-97.643158,
198170,250209,19,39,35,1.156,1.181,0.434,3.155,1.120,-0.260,-0.540,98,192,99.00,98.24,98.24,515.27,515.30,4.00,3635,50.86,34.00,1.37,0.00,34.08,0,8.48,1.43,58,0,-0.00,-0.00,4.72,4.72,13.74,12.51,228,31,28,86.62,239.51,151.100006,30.134701,-97.643173,
198239,250209,19,39,35,1.324,0.506,0.435,3.155,1.148,-0.172,-0.388,98,192,99.00,98.24,98.24,515.27,515.30,3.90,3635,50.86,34.00,1.37,0.00,34.08,0,8.48,1.43,58,0,-0.00,-0.00,4.72,4.72,13.74,12.45,228,27,18,84.25,237.39,151.199997,30.134689,-97.643196,
198309,250209,19,39,35,1.187,0.531,0.440,3.155,1.160,-0.108,-0.308,98,192,99.00,98.24,98.24,515.27,515.31,3.90,3532,50.59,32.50,1.31,0.00,31.83,0,9.22,1.43,58,0,-0.00,-0.00,4.74,4.72,13.74,12.59,228,27,6,84.25,237.39,151.199997,30.134689,-97.643196,
198379,250209,19,39,35,1.149,0.487,0.444,3.155,1.240,-0.088,-0.188,98,192,99.00,98.24,98.24,515.28,515.31,3.79,3532,50.59,32.50,1.31,0.00,31.83,0,9.22,1.43,58,0,-0.00,-0.00,4.74,4.72,13.74,12.30,228,25,0,82.21,234.77,151.199997,30.134676,-97.643219,
198449,250209,19,39,35,1.121,0.465,0.435,3.155,1.236,-0.104,-0.152,98,192,99.00,98.24,98.24,515.28,515.31,3.75,3617,48.15,31.75,1.31,0.00,29.59,0,7.73,1.38,58,0,-0.00,-0.00,4.74,4.72,13.74,12.30,228,23,-0,80.52,231.86,151.300003,30.134665,-97.643234,
198523,250209,19,39,35,1.123,0.495,0.445,3.155,1.196,-0.132,-0.144,98,192,99.00,98.24,98.24,515.28,515.31,3.75,3567,49.77,32.50,1.31,0.00,27.71,0,8.10,1.42,58,0,-0.00,-0.00,4.74,4.72,13.94,12.22,228,22,-0,79.80,228.69,151.399994,30.134651,-97.643250,
198599,250209,19,39,35,1.129,0.506,0.427,3.155,1.244,-0.116,-0.112,98,192,99.00,98.24,98.24,515.28,515.31,3.80,3567,49.77,32.50,1.31,0.00,27.71,0,8.10,1.42,58,0,-0.00,-0.00,4.74,4.72,13.94,12.30,227,23,0,79.80,228.69,151.399994,30.134651,-97.643250,
198669,250209,19,39,35,1.139,0.444,0.434,3.155,1.228,-0.124,-0.184,99,192,99.00,98.24,98.24,515.28,515.31,3.70,3550,48.09,31.00,1.29,0.00,26.21,0,8.10,1.39,58,0,-0.00,-0.00,4.74,4.72,13.84,12.28,227,23,-0,79.01,225.89,151.399994,30.134636,-97.643265,
198739,250209,19,39,35,1.105,0.476,0.437,3.155,1.280,-0.108,-0.236,99,192,99.00,98.24,98.24,515.28,515.31,3.63,3500,47.73,30.00,1.29,0.00,25.09,0,7.73,1.38,58,0,-0.00,-0.00,4.74,4.74,13.84,12.27,227,23,-0,77.97,222.80,151.500000,30.134621,-97.643280,
198809,250209,19,39,35,1.089,0.470,0.427,3.155,1.340,-0.012,-0.236,99,192,99.00,98.24,98.24,515.28,515.31,3.63,3480,48.26,30.25,1.29,0.00,23.97,0,8.10,1.39,58,0,-0.00,-0.00,4.74,4.72,13.84,12.22,227,22,-0,77.97,222.80,151.500000,30.134621,-97.643280,
198879,250209,19,39,35,1.046,0.541,0.442,3.155,1.356,-0.076,-0.200,99,192,99.00,98.24,98.24,515.28,515.32,3.61,3450,48.28,30.00,1.29,0.00,22.10,0,7.73,1.39,58,0,-0.00,-0.00,4.74,4.74,13.94,12.15,227,21,-0,76.77,219.41,151.500000,30.134605,-97.643295,
198949,250209,19,39,35,1.053,0.493,0.437,3.155,1.248,-0.012,-0.196,99,192,99.00,98.24,98.24,515.28,515.32,3.61,3421,48.87,30.75,1.29,0.00,20.60,0,8.10,1.40,58,0,-0.00,-0.00,4.74,4.74,13.94,12.11,227,20,0,75.89,216.58,151.600006,30.134590,-97.643303,
199023,250209,19,39,35,1.033,0.500,0.445,3.155,1.376,-0.080,-0.212,99,192,99.00,98.24,98.24,515.28,515.32,3.60,3412,48.17,30.25,1.29,0.00,19.47,0,7.73,1.39,58,0,-0.00,-0.00,4.74,4.74,13.84,12.15,227,20,0,75.32,213.08,151.600006,30.134575,-97.643318,
199090,250209,19,39,35,1.034,0.513,0.432,3.155,1.320,-0.100,-0.132,99,192,99.00,98.24,98.24,515.29,515.32,3.55,3375,49.54,30.75,1.27,0.00,17.98,0,7.73,1.42,58,0,-0.00,-0.00,4.74,4.72,13.84,12.17,227,20,-0,75.32,213.08,151.600006,30.134575,-97.643318,
199159,250209,19,39,35,1.053,0.487,0.447,3.155,1.264,-0.128,-0.136,99,192,99.00,98.24,98.24,515.29,515.32,3.58,3375,49.54,30.75,1.27,0.00,17.98,0,7.73,1.42,58,0,-0.00,-0.00,4.74,4.72,13.84,12.11,227,20,0,74.10,209.49,151.699997,30.134558,-97.643326,
199229,250209,19,39,35,1.033,0.528,0.446,3.155,1.208,-0.136,-0.128,99,192,99.00,98.24,98.24,515.29,515.32,7.22,3368,74.49,50.00,1.82,0.00,16.85,18,34.59,2.86,49,0,-0.00,-0.00,4.74,4.74,13.84,12.08,227,19,0,73.27,206.04,151.800003,30.134541,-97.643333,
199299,250209,19,39,35,1.001,0.489,0.442,3.155,1.328,0.344,0.044,99,192,99.00,98.24,98.24,515.29,515.32,50.41,3646,601.31,415.75,3.96,-0.75,15.73,45,16.68,18.43,49,0,0.38,-0.00,4.74,4.74,13.84,12.09,227,19,1,73.27,206.04,151.800003,30.134541,-97.643333,
199369,250209,19,39,35,1.004,0.495,0.449,3.155,1.396,0.060,0.096,99,192,99.00,98.24,98.24,515.29,515.32,38.65,3507,526.76,331.00,3.63,-0.75,15.35,56,17.43,14.70,49,0,0.38,-0.00,4.76,4.74,13.94,12.08,226,19,0,73.12,202.87,151.800003,30.134523,-97.643341,
199439,250209,19,39,35,1.012,0.493,0.439,3.155,1.316,0.112,0.196,99,192,99.00,98.24,98.24,515.29,515.32,38.65,3538,490.10,310.75,3.65,0.00,15.73,71,17.80,13.50,49,0,-0.00,-0.00,1.21,2.58,13.84,12.00,226,18,-0,72.51,199.15,151.899994,30.134506,-97.643349,
199509,250209,19,39,35,0.985,0.545,0.450,3.155,1.176,-0.036,0.172,99,192,99.00,98.24,98.24,515.29,515.32,35.82,3497,494.82,310.75,3.65,0.00,16.48,75,17.43,13.56,49,0,-0.00,-0.00,0.62,0.70,13.84,12.05,226,18,-0,72.51,199.15,151.899994,30.134506,-97.643349,
